ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-11-11,0.9781138608326472,0.7328453158445877,0.9334374666998579,0.8737022113388766,1.0742943621941394,-0.1408568954942871,-0.1408568954942871,-0.1408568954942871,-0.1408568954942871,-0.1408568954942871,-0.1408568954942871,0.0,0.0,0.0,0.8372569653383601
2025-11-12,1.0265588450294292,1.0530636422882098,1.2755351103128394,0.908940566298092,1.1314120343227367,0.14412307599014212,0.14412307599014212,0.14412307599014212,0.14412307599014212,0.14412307599014212,0.14412307599014212,0.0,0.0,0.0,1.1706819210195714
2025-11-13,1.075003829226211,1.0376064588672183,1.2811324331673157,0.9450410039570524,1.188566978257126,0.09256545491015543,0.09256545491015543,0.09256545491015543,0.09256545491015543,0.09256545491015543,0.09256545491015543,0.0,0.0,0.0,1.1675692841363663
2025-11-14,1.1234488134229932,1.0380613629426203,1.3021878057557206,0.9814167003816838,1.2455431431948847,0.056644662560850996,0.056644662560850996,0.056644662560850996,0.056644662560850996,0.056644662560850996,0.056644662560850996,0.0,0.0,0.0,1.1800934759838442
2025-11-15,1.171893797619775,1.0256226368252925,1.3162197816137606,1.0149479646980881,1.3055451094865,0.010674672127182823,0.010674672127182823,0.010674672127182823,0.010674672127182823,0.010674672127182823,0.010674672127182823,0.0,0.0,0.0,1.1825684697469578
2025-11-16,1.2203387818165568,1.0023224337092427,1.318193628488485,1.0492117711587141,1.3650829659380026,-0.04688933744945826,-0.04688933744945826,-0.04688933744945826,-0.04688933744945826,-0.04688933744945826,-0.04688933744945826,0.0,0.0,0.0,1.1734494443670984
2025-11-17,1.2687837660133388,0.9631016739199726,1.3070777341996889,1.0793633065644985,1.423339366844352,-0.11626163264463377,-0.11626163264463377,-0.11626163264463377,-0.11626163264463377,-0.11626163264463377,-0.11626163264463377,0.0,0.0,0.0,1.152522133368705
2025-11-18,1.3172287502101205,0.9744492993399009,1.3421289812225634,1.115306194834155,1.4829858767167976,-0.14085689549418293,-0.14085689549418293,-0.14085689549418293,-0.14085689549418293,-0.14085689549418293,-0.14085689549418293,0.0,0.0,0.0,1.1763718547159376
2025-11-19,1.3656737344069025,1.2983850565197217,1.684117031618498,1.1542619805295022,1.5399939556282445,0.14412307599028937,0.14412307599028937,0.14412307599028937,0.14412307599028937,0.14412307599028937,0.14412307599028937,0.0,0.0,0.0,1.509796810397192
2025-11-20,1.4141187186036843,1.2824439153889322,1.6952156941305225,1.1898784604786818,1.6026502392203705,0.09256545491014062,0.09256545491014062,0.09256545491014062,0.09256545491014062,0.09256545491014062,0.09256545491014062,0.0,0.0,0.0,1.506684173513825
2025-11-21,1.4625637028004665,1.2822141485627803,1.7189216726924377,1.2255694860024238,1.6622770101319857,0.05664466256044803,0.05664466256044803,0.05664466256044803,0.05664466256044803,0.05664466256044803,0.05664466256044803,0.0,0.0,0.0,1.5192083653609145
2025-11-22,1.5110086869972486,1.2710623487908606,1.737119964543358,1.2603876766636173,1.726445292416049,0.01067467212726146,0.01067467212726146,0.01067467212726146,0.01067467212726146,0.01067467212726146,0.01067467212726146,0.0,0.0,0.0,1.52168335912451
2025-11-23,1.5594536711940301,1.2476075800824868,1.7464233774568805,1.2944969175318348,1.793312714906142,-0.0468893374492985,-0.0468893374492985,-0.0468893374492985,-0.0468893374492985,-0.0468893374492985,-0.0468893374492985,0.0,0.0,0.0,1.5125643337447316
2025-11-24,1.6078986553908121,1.2123108692386746,1.739826582552962,1.3285725018830312,1.8560882151972473,-0.116261632644341,-0.116261632644341,-0.116261632644341,-0.116261632644341,-0.116261632644341,-0.116261632644341,0.0,0.0,0.0,1.491637022746471
2025-11-25,1.6563436395875941,1.2197363023559675,1.7789632060974554,1.3605931978499068,1.919820101591475,-0.1408568954939774,-0.1408568954939774,-0.1408568954939774,-0.1408568954939774,-0.1408568954939774,-0.1408568954939774,0.0,0.0,0.0,1.5154867440936166
2025-11-26,1.704788623784376,1.5401751526682588,2.1273392211385542,1.396052076677795,1.9832161451482522,0.14412307599039043,0.14412307599039043,0.14412307599039043,0.14412307599039043,0.14412307599039043,0.14412307599039043,0.0,0.0,0.0,1.8489116997747663
2025-11-27,1.753233607981158,1.515309100279683,2.1419503918877925,1.4227436453695688,2.0493849369776207,0.09256545491012581,0.09256545491012581,0.09256545491012581,0.09256545491012581,0.09256545491012581,0.09256545491012581,0.0,0.0,0.0,1.8457990628912837
